brand,model,color,description,price,price_gel,compare_at_price,sizes,product_url
ASICS,Game FF / OC,"light gray, gray","For clay court specialists – control and comfort in one! The Game FF Clay from ASICS combines advanced technology with a robust design. The synthetic leather ensures stability and a precise fit, while the clay court sole provides unparalleled grip. Perfect for players who want to perform at their best on clay. Highlights: Clay court sole for stability and maximum traction. Synthetic leather for durability and comfort. Ideal for precise and dynamic play on sand.",66.95 €,310,90.00 €,"40, 40,5, 41,5, 42, 42,5, 43,5, 44, 44,5, 45, 46, 46,5, 47, 48, 49",https://www.tennis-point.de/products/asics-game-ff-oc-sandplatzschuh-herren-hellgrau-grau-a0000002390502
HEAD,Sprint Pro 4.0,"dark blue, turquoise","Maximum performance on the clay court Discover the Sprint Pro 4.0 Clay from HEAD, specially developed to meet your requirements on the clay court. With its sturdy synthetic and mesh upper, this tennis shoe offers both incredible durability and premium breathability. Thanks to the specially developed rubber outsole, you have optimal grip with every move. The EVA insole also supports cushioning and ensures a comfortable fit that provides you with excellent support even during long matches. The Sprint Pro 4.0 Clay is your ideal partner for strong performance in clay court play. Highlights: Robust materials: synthetic and mesh for durability and breathability. Optimal traction: Specialized with rubber sole for best play on clay courts. Comfort and cushioning: EVA insole for maximum comfort and optimal support. Step up your game with the Sprint Pro 4.0 Clay – your specialist for outstanding clay court performance!",116.95 €,625,160.00 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 48,5",https://www.tennis-point.de/products/head-sprint-pro-40-sandplatzschuh-herren-dunkelblau-tuerkis-p0000004231201
HEAD,Revolt Pro 5.0,"white, dark blue","Maximum performance on the clay court with Revolt Pro 5.0 Clay When playing tennis on clay, speed and stability are crucial. The Revolt Pro 5.0 Clay from HEAD offers exactly that: a perfect combination of innovative technology and outstanding comfort. The upper material made of high-quality synthetic and breathable mesh ensures exceptional durability and optimal air circulation at the same time. The specially developed EVA insole hugs the foot for improved ball feel and energy return, while the robust rubber outsole ensures optimal grip on clay courts. Highlights: Durable Upper: Synthetic and mesh for durability and breathability. Optimized insole: EVA and synthetic for excellent comfort and energy efficiency. Specialized outsole: rubber for best grip and stability on sand. Discover the difference on the court with the Revolt Pro 5.0 Clay tennis shoes from HEAD!",116.95 €,625,160.00 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 48,5",https://www.tennis-point.de/products/head-revolt-pro-50-sandplatzschuh-herren-weiss-dunkelblau-p0000004230301
Mizuno,Wave Exceed Court,"white, red","Dominance Begins on the Ground Ready to redefine your game on clay? This high-performance shoe was developed for players who make no compromises - neither when it comes to stability nor when it comes to power. With every movement you feel how the shoe supports you: whether explosive sprints to the line or lightning-fast changes of direction - you stay in balance while your opponent starts to slide. The combination of cushioning and grip gives you decisive advantages in long rallies. Thanks to the innovative sole construction, the shoe offers optimal grip on sand and enables flowing movements with maximum control. Breathable materials also ensure a fresh feeling – match after match. Rely on performance to carry you when it matters most. Highlights at a glance Optimized outsole for clay courts - perfect grip for slides and stops Wave technology - ensures reactive cushioning and stability with every step Breathable upper material - keeps your feet pleasantly cool, even during intense matches",106.95 €,580,125.00 €,"39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 47",https://www.tennis-point.de/products/mizuno-wave-exceed-court-sandplatzschuh-herren-weiss-rot-07217601229000
Babolat,Jet Mach 4,"black, neon yellow","Perfection on the court with the JET M4 CLY The JET M4 CLY is a high-performance clay court shoe from Babolat, specially designed for tennis players who don't accept compromises. With a sophisticated combination of synthetic and mesh in the upper, this shoe offers excellent breathability and lasting durability. The textile interior ensures comfort with every move, while the rubber outsole ensures aggressive grip and stability on clay courts. The wearing comfort is rounded off by the EVA insole, which cushions every step and thus reduces the strain on the joints. Highlights: Thoughtful choice of materials: synthetics and mesh offer durability and breathability. Optimal game performance: Special rubber outsole for first-class grip on clay courts. Comfort with every movement: EVA insole supported by excellent cushioning. Discover the optimal combination of comfort and performance with the JET M4 CLY for men, the tennis shoe that will take you forward on the court!",129.95 €,685,160.00 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47",https://www.tennis-point.de/products/babolat-jet-mach-4-sandplatzschuh-herren-schwarz-neongelb-p0000002661202
K-Swiss,COURT EXPRESS 2 Clay,"gray, white","Dynamic shoe for top performance on clay The K-Swiss Court Express 2 clay court shoe for men is the ideal choice for ambitious tennis players who want to give their best on clay courts. With its well-thought-out construction, it offers stability, comfort and optimal traction to take your game to the next level. The durable sole ensures excellent grip on sand, while the breathable upper material guarantees a pleasant foot climate. The combination of white and dark blue gives the shoe a modern, sporty look. Thanks to the light but robust construction, you can fully concentrate on your game. Highlights at a glance: Special clay court sole: Perfect grip for maximum control and mobility. Breathable design: Keeps your feet fresh even during intense matches. Comfortable fit: Optimal fit for long periods of wear without pressure points. The K-Swiss Court Express 2 clay court shoe is the perfect partner for your game - powerful, comfortable and always stylish!",58.95 €,280,79.99 €,"41, 41,5, 42, 42,5, 43, 44, 44,5, 45, 46, 47",https://www.tennis-point.de/products/k-swiss-court-express-2-clay-sandplatzschuh-herren-grau-weiss-a0000004301101
Wilson,Rush Pro 5,"black, neon red","Perfect your tennis game with the Rush Pro 5 Clay Reach new heights on the clay court with the RUSH PRO 5 CLAY from Wilson. This advanced tennis shoe was designed specifically for ambitious players who value speed and precision. The textile and synthetic upper offers an optimal balance between comfort and long-lasting support, while the specially developed rubber outsole provides the necessary traction and stability on clay courts. With its thoughtful construction and adaptable fit, the Rush Pro 5 Clay lets every player play their best tennis. Highlights: Upper material mix: textile and synthetic for durability and breathable comfort Optimized rubber outsole: Offers excellent traction and stability on clay courts Comfort and fit: Ideal for intensive matches thanks to high-quality inner material and well-thought-out cut With the Rush Pro 5 Clay you are always ahead on the court!",144.95 €,755,160.00 €,"40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 49 1/3",https://www.tennis-point.de/products/wilson-rush-pro-5-sandplatzschuh-herren-schwarz-neonrot-p0000004120703
adidas,adizero Ubersonic 5,"dark blue, white","Experience agility and comfort on the clay court! With the adizero Ubersonic 5 Clay from adidas you are unbeatable on clay courts. The light material mix of textile and synthetic ensures breathability and comfort, while the clay court sole offers optimal grip. Ideal for players who value speed and flexibility on the pitch. Highlights: Lightweight and breathable design for long-lasting comfort. Specially developed sole for clay court performance. Ideal for dynamic players who want to dominate their opponents.",149.95 €,775,150.00 €,"40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 48 2/3, 50",https://www.tennis-point.de/products/adidas-adizero-ubersonic-5-sandplatzschuh-herren-dunkelblau-weiss-00517606862000
Nike,Vapor Lite 3,"sage, black","Dynamics and comfort combined - the perfect shoe for the clay court. This clay court shoe for men offers the ideal combination of stability, lightness and modern design. Specially developed for dynamic players, it ensures maximum control and a comfortable fit during intense matches on clay courts. The innovative midsole with lightweight cushioning provides optimal shock absorption to relieve joint pressure and support explosive movements. The specially profiled clay court outsole guarantees excellent grip and stability, even when changing direction quickly. The breathable mesh upper ensures your feet stay cool and dry, even during long and demanding matches. With its sporty and elegant design, this shoe is not only functional, but also an eye-catcher on the tennis court. Highlights: Lightweight midsole for optimal cushioning and dynamic mobility Clay court outsole for secure grip and maximum stability on sand surfaces Breathable mesh upper for long-lasting comfort and ideal ventilation Unlock your full potential on the clay court - with a shoe that provides you with optimal support in every playing situation.",84.95 €,385,84.99 €,"40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5, 48,5",https://www.tennis-point.de/products/nike-vapor-lite-3-sandplatzschuh-herren-salbei-schwarz-a0000003340602
Wilson,Rush Pro Ace,"black, neon green","Stability and comfort for your game on clay The Wilson Rush Pro Ace clay court shoe was specially developed for players who value reliable support, comfort and control on the clay court. With its supportive design and grippy outsole, it is the perfect companion for quick rallies and dynamic movements. The generous fit offers a lot of comfort, while the R-DST+ cushioning in the midsole ensures optimal energy return and impact protection. The specially profiled sole provides excellent grip on clay courts so that you remain stable with every step - even when changing direction quickly. Your advantages at a glance: Clay court outsole for the best grip and controlled movements R-DST+ cushioning for high comfort and responsiveness Comfortable fit ideal for longer matches and intensive play With the Wilson Rush Pro Ace clay court shoe you can take your game to a new level - stable, comfortable and ready for any rally.",83.95 €,380,120.00 €,"40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48",https://www.tennis-point.de/products/wilson-rush-pro-ace-sandplatzschuh-herren-schwarzneongruen-00717502826000
